Umpire,Game_ID,Home/Away,Called Ball/Strike,Pitch_X,Pitch_Y,Pitcher_Hand,Batter_Hand,Pitch_Type,Pitch_Speed
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Strike,111,56,R,L,FA,96.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,-152,-208,R,L,CT,91.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,158,-95,R,R,FA,94.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,-141,-91,R,R,FA,96.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,-170,-130,R,R,FA,97.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Strike,88,-104,R,R,FA,96.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,-147,-104,R,R,CT,93.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,-188,43,R,L,FA,96.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Strike,129,39,R,L,FA,96.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Strike,-111,-78,L,L,FA,94.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Strike,-135,0,L,L,FA,94.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Ball,164,-73,L,R,FA,91.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Ball,-152,69,L,R,FA,95.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Strike,0,0,R,L,FA,92.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,-41,-182,R,L,CH,86.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Strike,76,13,R,L,CU,74.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,-182,-152,R,R,CT,85.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,-170,-134,R,R,CT,86.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,70,126,R,R,CU,72.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Strike,-94,43,R,R,FA,93.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,-135,-208,R,R,CT,86.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Strike,-76,-26,L,R,FA,93.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Ball,141,-56,L,R,CH,86.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Ball,-135,-69,L,R,FA,93.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Strike,94,-95,L,R,FA,94.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Strike,117,-13,L,L,FA,94.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Strike,-5,0,L,R,CU,81.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,5,104,R,R,CU,67.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,-129,-152,R,R,CT,86.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,5,-156,R,R,CT,83.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Strike,-5,4,R,R,FA,92.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,-170,4,R,R,FA,92.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,-123,-126,R,R,CT,83.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Strike,35,4,R,R,CU,70.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Strike,-117,-26,L,R,CH,83.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Strike,58,-65,L,L,FA,96.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Ball,88,165,L,L,FA,96.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Strike,29,4,R,R,SI,86.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Ball,-135,-134,R,R,CH,79.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Ball,-76,-121,R,R,SI,88.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Ball,241,117,R,L,CU,71.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Strike,-82,-43,L,L,SI,89.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Strike,47,-117,L,R,SI,91.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,-135,-139,R,R,SL,88.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,-17,-217,R,R,SL,88.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,94,-143,R,R,SL,88.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Strike,-100,-117,R,R,SL,89.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Strike,-11,4,R,R,SI,87.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Ball,17,-178,R,R,CH,79.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Ball,-123,-126,R,R,SI,88.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Strike,-47,91,R,L,CH,78.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Strike,88,104,R,L,CH,78.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Ball,70,204,R,L,FA,88.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Ball,182,-60,L,L,FA,93.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Strike,-70,21,L,L,SP,85.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Away,Ball,100,-195,L,L,SP,85.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Strike,88,65,R,R,FA,96.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,-47,139,R,R,FA,95.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,-123,-130,R,R,SL,89.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Strike,94,47,R,R,SL,88.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,200,108,R,R,FA,96.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,-117,-143,R,R,SL,90.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Strike,-123,-108,R,R,SL,90.0
Chris Guccione,4aaf2a8a-cab1-4085-b011-fe555e723193,Home,Ball,94,-200,R,R,SL,87.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-141,52,L,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,70,-43,L,R,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,147,-134,L,R,SL,83.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,64,-126,L,R,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-41,-139,L,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-94,152,L,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,-17,4,L,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,94,-43,L,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Strike,-94,-4,R,R,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-158,-17,L,R,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,105,-221,L,R,CH,89.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-135,143,L,R,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-88,160,L,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-35,134,L,L,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,147,-4,L,L,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,152,21,R,L,FA,94.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,23,-117,R,L,SL,86.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,-152,-113,R,L,FA,95.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,70,147,R,L,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Strike,82,-100,R,L,CU,81.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,152,121,R,L,CU,81.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,-88,-130,R,R,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,41,-139,R,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,164,113,R,L,CU,80.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,205,47,R,L,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,170,82,R,L,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,0,-134,R,L,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,-11,173,R,L,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,-82,143,R,R,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,-147,-30,R,R,CT,89.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,-35,152,R,R,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Strike,-41,143,R,R,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Strike,-111,21,R,L,CT,94.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,129,-130,R,L,FA,99.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,-64,-130,R,L,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,11,143,L,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-188,13,L,R,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,82,21,L,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,164,-178,L,R,CU,79.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,82,-95,L,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,123,8,L,R,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,0,152,L,R,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,117,-39,L,R,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,164,-108,L,R,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-147,169,L,R,FA,95.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,47,156,L,R,FA,94.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,-11,52,L,R,FA,95.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,-100,-39,R,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-82,-117,R,R,FA,99.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-188,-134,R,R,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-129,-156,R,L,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-23,-165,R,L,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,23,-134,R,L,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-141,-160,R,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-88,-134,R,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-164,-117,R,R,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,235,160,R,L,CU,77.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,-170,47,R,L,FA,94.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,147,-30,R,L,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,158,-47,R,L,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Strike,0,-39,R,L,CT,94.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Strike,-100,-82,R,L,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-176,-121,R,R,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,58,-191,R,R,SP,86.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-94,-191,R,L,SL,83.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,47,-65,R,L,FA,95.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-11,-169,R,R,SP,86.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,5,165,R,R,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-70,-143,R,R,SP,86.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Strike,111,-56,R,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,-205,-143,R,R,SL,84.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,-141,-86,R,R,CT,92.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,-152,-152,R,R,CT,93.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Strike,-117,-39,R,R,CT,93.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Strike,-58,-26,R,R,SL,85.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,170,-26,R,L,FA,92.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-129,-130,R,L,SP,85.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,35,-147,R,L,SP,84.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-111,34,R,L,FA,95.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-135,-69,R,R,FA,92.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,-23,-100,R,R,FA,95.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-35,-143,R,R,SP,86.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,-100,-34,R,R,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,-88,21,R,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-5,-186,R,R,FA,89.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,41,-139,L,L,CU,74.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,11,-39,L,L,CU,76.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,70,160,L,L,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-141,160,L,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-158,91,L,R,CH,86.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-76,-126,L,R,CH,86.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,-41,30,L,R,FA,95.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,58,139,R,L,CU,80.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,35,-134,R,L,CU,80.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Strike,94,30,R,L,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,-182,65,R,R,CT,94.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Strike,-41,-4,R,L,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,129,130,R,L,CU,80.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,105,104,R,L,CT,91.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,135,156,R,L,CT,90.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Strike,47,21,R,L,FA,95.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Strike,23,100,R,L,CU,81.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,-11,0,R,R,SI,95.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-200,-95,R,R,SI,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-147,-191,R,R,CU,78.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,147,52,R,L,CU,74.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,5,-47,R,R,CU,78.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,-82,-47,R,L,CU,77.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,158,-152,R,L,SI,95.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,170,4,R,L,SP,88.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,152,-65,R,L,SP,89.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,100,30,R,R,SI,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,182,73,R,R,SI,95.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,141,-17,R,R,SI,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,164,65,R,R,SP,90.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,141,47,R,R,CU,76.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,141,-156,R,R,SI,95.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Strike,70,-26,L,L,FA,91.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,-164,134,L,L,FA,91.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,-152,-113,R,L,FA,95.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,-5,108,R,R,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-170,-113,R,R,SL,86.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,5,152,R,R,SL,84.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-158,-126,R,L,SL,86.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-135,-156,R,L,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-129,-139,R,L,SL,85.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-176,-152,R,R,SL,82.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,141,104,R,R,SL,86.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,94,134,R,R,SL,89.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Strike,64,47,R,L,CH,88.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,188,-121,R,L,CH,88.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,188,-34,R,L,CH,88.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,-158,134,R,R,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,-188,52,R,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,-94,-213,R,R,SL,91.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,17,147,R,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-123,65,L,R,CT,92.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,111,-43,L,L,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,-100,47,L,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,158,-191,L,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,141,-152,L,R,CT,93.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,158,-34,L,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,88,0,L,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,170,-139,L,L,SI,92.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Home,Ball,164,-78,L,L,SI,93.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-164,-130,R,L,SL,86.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,105,-26,R,L,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,170,-156,R,L,SL,87.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,5,-217,R,L,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-135,-113,R,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,-111,-47,R,R,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-147,-117,R,R,SL,86.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-135,-117,R,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-23,156,R,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,123,13,R,L,FA,98.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,111,60,R,L,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,147,-56,R,L,FA,96.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,-100,-52,R,L,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,-205,56,R,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Strike,82,-17,R,R,FA,97.0
Gary Cederstrom,560f46cd-679d-4bf6-93bb-74b322d33c17,Away,Ball,117,-143,R,R,FA,97.0
Tim Timmons,5b58eaf5-792a-4c9f-9c83-39094d8b566e,Away,Ball,100,-160,L,R,FA,94.0
Tim Timmons,5b58eaf5-792a-4c9f-9c83-39094d8b566e,Away,Ball,-170,152,L,R,FA,95.0
Tim Timmons,5b58eaf5-792a-4c9f-9c83-39094d8b566e,Away,Strike,82,86,L,R,FA,94.0
Tim Timmons,5b58eaf5-792a-4c9f-9c83-39094d8b566e,Away,Strike,-94,-30,L,R,CH,86.0
Tim Timmons,5b58eaf5-792a-4c9f-9c83-39094d8b566e,Away,Ball,105,113,L,R,FA,93.0
Tim Timmons,5b58eaf5-792a-4c9f-9c83-39094d8b566e,Away,Ball,-182,-126,L,R,CH,88.0
Tim Timmons,5b58eaf5-792a-4c9f-9c83-39094d8b566e,Away,Strike,-88,-8,L,R,SL,79.0
Tim Timmons,5b58eaf5-792a-4c9f-9c83-39094d8b566e,Away,Ball,-58,-121,L,R,SL,80.0
Tim Timmons,5b58eaf5-792a-4c9f-9c83-39094d8b566e,Away,Ball,176,130,L,R,FA,96.0
Tim Timmons,5b58eaf5-792a-4c9f-9c83-39094d8b566e,Away,Ball,94,-78,L,R,FA,93.0
Tim Timmons,5b58eaf5-792a-4c9f-9c83-39094d8b566e,Away,Ball,5,182,L,R,FA,94.0
Tim Timmons,5b58eaf5-792a-4c9f-9c83-39094d8b566e,Home,Strike,52,-100,L,R,FA,90.0
