Umpire,Game_ID,Home/Away,Called Ball/Strike,Pitch_X,Pitch_Y,Pitcher_Hand,Batter_Hand,Pitch_Type,Pitch_Speed
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,-135,-134,L,L,FA,93.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,188,-160,L,L,CH,86.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,100,-121,L,R,FA,96.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Strike,76,-86,L,R,FA,94.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Strike,94,-100,L,R,FA,91.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,-35,-121,L,R,CU,74.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,111,-152,L,R,SL,90.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,82,208,L,R,FA,90.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,-100,-169,L,R,CU,75.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,-152,-52,L,R,CH,85.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Strike,5,-69,L,R,CH,85.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,182,8,L,R,FA,94.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Strike,11,47,L,L,FA,90.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,111,-121,L,L,SL,87.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Strike,-100,0,L,L,FA,89.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Strike,-29,0,L,L,FA,90.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Strike,-29,-82,L,L,FA,90.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,-129,-4,L,R,CH,84.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,-158,-104,L,R,FA,90.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Strike,94,-39,L,L,FA,93.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,11,-143,L,L,CH,86.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,123,-8,L,L,FA,94.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Strike,23,13,L,R,FA,91.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,170,130,L,R,FA,90.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,-158,26,L,R,CU,73.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,-158,-108,L,L,FA,90.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,41,-178,L,R,FA,92.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Strike,-11,-13,L,R,FA,92.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,94,-130,L,R,FA,90.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Strike,-5,43,L,R,CH,86.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Strike,82,-65,L,R,FA,94.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,70,-173,L,R,FA,90.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Strike,-94,-91,L,R,SL,88.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Strike,-11,13,L,R,SL,87.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,129,39,L,L,SL,88.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,35,-178,L,L,FA,90.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Strike,88,43,L,L,CU,72.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Strike,-58,-104,L,L,FA,90.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Strike,-35,108,L,R,SL,87.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Strike,0,-34,L,R,CU,74.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,-41,-117,L,L,FA,91.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Strike,88,-91,L,L,FA,91.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,35,-143,L,L,FA,91.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,129,34,L,R,FA,93.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Strike,-41,-91,L,R,FA,93.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,-147,-4,R,R,FA,96.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Strike,-117,-52,R,R,CH,88.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,58,147,R,R,FA,96.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,-82,-186,R,R,CH,87.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,88,186,R,R,FA,95.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,-158,0,L,R,FA,92.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,105,82,L,R,FA,92.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Strike,70,-43,L,R,FA,92.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,64,-200,L,R,CH,85.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,-135,126,L,R,FA,92.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,170,-39,R,R,FA,97.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,-141,-13,R,L,FA,99.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,35,108,R,L,CU,86.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Strike,70,82,R,L,CU,85.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,-135,121,R,R,FA,92.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,-64,-169,R,R,FA,94.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Strike,-76,-43,R,R,FA,92.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,-188,95,R,R,FA,93.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Away,Ball,-117,-139,R,R,FA,93.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Strike,11,0,L,R,FA,95.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Strike,-11,65,L,R,CH,86.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,-135,113,L,R,FA,96.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,-164,113,L,R,FA,95.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,-164,130,L,R,FA,93.0
Jeff Nelson,6b7e96c5-b7ee-449d-8756-cbb25b2ce636,Home,Ball,-5,186,L,R,FA,95.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,-64,-47,R,R,FA,94.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,35,-39,R,R,CU,77.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-141,-100,R,R,FA,94.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-135,-156,R,R,FA,94.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-182,-147,R,R,CU,78.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,-47,-86,R,R,CU,78.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-141,8,R,R,FA,96.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,-94,-65,R,R,FA,96.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,-88,-73,R,R,FA,95.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-135,-104,R,R,CT,88.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,11,-39,R,L,CU,79.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,-105,-82,R,R,FA,91.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-100,-121,R,R,SL,84.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,82,-17,R,R,SL,86.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-94,-113,R,R,FA,92.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-147,-117,R,R,CU,75.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-135,-130,R,R,SL,86.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,11,-130,R,R,SL,86.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,5,82,R,R,SL,86.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,-76,-39,R,R,FA,93.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-88,-134,R,R,FA,94.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,-88,-21,R,R,FA,93.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-76,-113,R,R,FA,92.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,5,-152,R,L,SP,85.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,0,-95,R,L,FA,94.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-158,-60,R,L,CU,80.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-158,-117,R,L,CU,79.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,58,-126,R,L,FA,96.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,170,-4,R,R,CU,78.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,158,100,R,R,CU,78.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-52,-126,R,L,FA,90.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,-11,-86,R,R,SL,85.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,-41,-95,R,R,FA,90.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,152,52,R,L,FA,88.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,100,13,R,L,FA,90.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,-29,95,R,R,FA,92.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,164,-26,R,L,FA,93.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,76,117,R,L,FA,94.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,182,-86,R,L,CU,78.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-58,-126,R,R,FA,94.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,182,39,R,R,CU,78.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,-17,-43,R,R,FA,94.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-70,-186,R,R,CU,79.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-129,-121,R,L,FA,102.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-135,47,R,R,FA,100.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,-82,17,R,R,FA,100.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-105,-117,R,R,CH,91.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-117,-121,R,R,FA,99.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,88,-26,R,R,SL,84.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-170,-130,R,R,CU,76.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-135,-139,R,R,SL,85.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,-5,-91,R,L,CH,80.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,41,143,R,L,FA,92.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,-76,60,R,R,FA,91.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,47,-39,R,L,FA,97.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-211,39,R,R,FA,100.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,-64,17,R,R,SL,88.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,164,-39,R,L,CH,92.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,158,143,R,L,FA,102.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,17,143,R,L,CH,90.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-141,56,R,L,CH,89.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,-52,-13,R,R,SL,90.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,-94,-69,R,L,CH,80.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,152,60,R,R,SL,85.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-111,-152,R,R,CU,73.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,58,-130,R,R,FA,90.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-147,-47,R,R,FA,91.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-141,-156,R,R,SL,86.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-70,-100,R,R,FA,89.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-82,121,R,R,FA,100.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,129,39,R,R,SL,86.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-135,-134,R,L,CH,91.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,-41,82,R,R,FA,99.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-147,-143,R,L,CU,85.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,-70,-47,R,L,FA,98.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-141,-152,R,L,CU,85.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,117,-108,R,R,CU,88.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,100,56,R,R,FA,100.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,11,-86,R,R,FA,98.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-76,-169,R,R,CU,89.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,141,43,R,R,FA,99.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,123,-60,R,R,FA,99.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,82,21,R,R,FA,99.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,-82,-52,R,R,SL,85.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,158,143,R,L,FA,95.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-135,-160,R,R,SL,87.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-164,-52,R,R,SL,87.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,41,91,L,L,FA,96.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,123,47,L,L,FA,95.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,100,34,L,L,FA,95.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-117,-117,R,R,SL,90.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-135,-156,R,R,SL,93.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-88,-139,R,R,SL,93.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-35,-117,R,R,SL,90.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,88,-91,R,R,CU,85.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,-17,17,R,R,FA,97.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-88,-143,R,R,SL,92.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-76,-143,R,R,CU,85.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-105,-126,R,R,CU,85.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,158,47,R,R,SL,89.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,5,39,R,R,FA,95.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-29,-143,R,R,SL,91.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,-76,60,R,L,CU,86.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-152,-152,R,L,CU,88.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-147,-143,R,L,CU,87.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-141,-113,R,L,CU,87.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-123,-134,R,L,CU,87.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-88,-130,R,L,CH,89.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,47,-130,R,L,FA,97.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,176,139,R,R,SL,82.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,176,117,R,R,FA,96.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,-52,104,R,R,FA,96.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,47,147,R,R,FA,97.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,141,147,R,R,CU,84.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,-64,82,R,R,FA,96.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-88,121,R,R,FA,97.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,-64,8,R,R,CU,85.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,-76,21,R,R,CU,85.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,147,26,R,L,CU,83.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,76,-156,R,L,CU,88.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,-76,-78,R,R,CH,89.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-252,-39,R,R,CU,87.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-76,-156,R,R,CU,88.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-135,43,R,L,CH,89.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-123,-147,R,R,CU,89.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-82,-169,R,R,CU,89.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,176,34,R,R,CU,86.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,-76,-4,R,R,FA,94.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,100,26,R,R,CU,86.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,52,-60,R,R,CU,88.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-52,-126,R,R,CU,90.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,-58,-34,R,L,CU,88.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,129,-113,R,L,CU,87.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,100,-69,R,L,CU,89.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,58,-169,L,L,SL,85.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-170,-43,L,R,FA,93.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-164,60,L,R,FA,93.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-170,-52,L,R,FA,93.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,-58,-100,L,R,FA,93.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-17,169,L,R,FA,93.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,105,-65,L,L,FA,94.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,11,-134,L,L,FA,93.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,-58,143,L,L,FA,93.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,82,-26,R,L,SL,79.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Strike,100,-60,R,L,SL,78.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Away,Ball,176,39,R,R,SL,79.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,-88,47,R,R,FA,98.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,182,82,R,L,CU,87.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,-82,-13,R,L,CU,86.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,129,165,R,L,FA,96.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,129,113,R,L,FA,97.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,141,52,R,L,FA,96.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,147,104,R,R,CU,87.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,29,-152,R,R,CU,87.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,11,121,R,R,FA,97.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,158,-21,R,R,CU,86.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,-11,17,R,L,CU,87.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-17,-130,R,L,CU,88.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,100,152,R,L,FA,98.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,141,126,R,L,FA,97.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Strike,105,17,R,L,FA,96.0
Mark Carlson,7a524055-608d-45f4-9219-2e6b3ad47a0b,Home,Ball,-141,104,R,L,FA,97.0
Kerwin Danley,838f51b1-8fa9-4742-ad1c-db05ef23f9a5,Away,Ball,-141,-117,R,L,FA,91.0
Kerwin Danley,838f51b1-8fa9-4742-ad1c-db05ef23f9a5,Away,Strike,88,-78,R,L,FA,91.0
Kerwin Danley,838f51b1-8fa9-4742-ad1c-db05ef23f9a5,Away,Strike,100,-91,R,L,SP,87.0
